hanzi,pinyin,radical,english_consensus,zipf_cn,zipf_en,concreteness_en
霉,mei2,173,bacteria,1.3927063014270045,,
霎,sha4,173,all of a sudden,-0.440178136146471,,
霓,ni2,173,rainbow,0.2214675451657354,,
霖,lin2,173,continued rain,-1.0685670661967823,,
霜,shuang1,173,frost,0.9259700381017152,,
霞,xia2,173,red clouds,-0.0795624504982457,,
霰,xian4,173,sleet,-0.0685670661967825,,
露,lu4,173,to show,2.0899461964196493,,
霸,ba4,173,feudal chief,1.3480734411414983,,
霹,pi1,173,clap of thunder,0.601214549011754,,
霾,mai2,173,dust-storm,-0.1391481404824898,,
青,qing1,174,"green (blue, black)",1.8217141957302292,,
靓,jing4,174,make up (face),0.7887654302344859,,
靖,jing4,174,pacify,-0.6706270575247449,,
静,jing4,174,still,2.388064625294485,,
靛,dian4,174,indigo pigment,-0.5914458114771202,,
非,fei1,175,non-,2.925342882058231,,
靠,kao4,175,depend upon,2.3030087158926627,,
靡,mi2,175,extravagant,0.3161446767414998,,
面,mian4,176,flour,3.155544964401627,,
靥,ye4,176,dimple,-0.4945357984690637,,
革,ge2,177,leather,1.347657250901786,,
靴,xue1,177,boots,1.1650635139676806,,
靶,ba3,177,target,0.7203080495786341,,
鞋,xie2,177,shoe,2.0243289447250734,,
鞍,an1,177,saddle,0.3116441755148234,,
鞑,da2,177,Tartar,0.0369431185731913,,
鞘,qiao4,177,scabbard,-0.0685670661967825,,
鞠,ju1,177,to bring up,0.619407553837773,,
鞭,bian1,177,a whip or lash,0.8235275364936978,,
韧,ren4,178',annealed,0.5546822242011179,,
韩,han2,178',South Korea,1.535118483417917,,
韭,jiu3,179,leek,-0.7675370705328014,,
刀,dao1,18,knife,2.028256079227845,,
刁,diao1,18,artful,0.2158636676477368,,
刃,ren4,18,edge of blade,0.7526188164120629,,
分,fen1,18,part,3.0141824105304984,,
切,qie4,18,close to,2.779652850729518,,
刊,kan1,18,to print,1.1104098810963867,,
刎,wen3,18,cut across (throat),-0.9716570531887262,,
刑,xing2,18,punishment,1.7766860512988232,,
划,hua4,18,to delimit,2.4038602474609454,,
列,lie4,18,to arrange,1.996452147939472,,
刘,liu2,18,Liu (Chinese surname),0.980650956473399,,
刚,gang1,18,hard,2.8252640221414427,,
创,chuang4,18,begin,1.998410743360411,,
初,chu1,18,at first,1.9022445446757352,,
删,shan1,18,to delete,1.0544674635567242,,
判,pan4,18,to judge,2.1046192022154915,,
刨,pao2,18,eliminate,0.2931607698208103,,
利,li4,18,advantage,2.8467931899506267,,
别,bie2,18,contrary,3.3381178549423627,,
刮,gua1,18,blow (of the wind),1.2931607698208103,,
到,dao4,18,to (a place),3.792116740686914,,
刳,ku1,18,to cut open,-0.7163845480854202,,
制,zhi4,18,manufacture,2.5473566956516924,,
刷,shua1,18,to select,1.4736357162372455,,
券,quan4,18,deed,1.1508864708800282,,
刹,sha1,18,to brake (car),1.0561001515018271,,
刺,ci4,18,thorn,2.012419980714105,,
刻,ke4,18,quarter (hour),2.32254454750602,,
刽,gui4,18,"amputate, cut off",0.2378579613539047,,
剁,duo4,18,chop (meat),0.3746959212619124,,
剂,ji4,18,dose,1.794011501570288,,
剃,ti4,18,shave,0.9557133098502972,,
削,xue1,18,to reduce,0.9698543794456768,,
剌,la2,18,cruel,0.0697356319694988,,
前,qian2,18,before,3.205798640250643,,
剐,gua3,18,cut off the flesh as punishment,-0.2904158158131389,,
剔,ti1,18,pick (as teeth),0.8235275364936978,,
剖,pou1,18,to cut,1.0360907248120137,,
剜,wan1,18,scoop out,-0.7163845480854202,,
剥,bo1,18,peel,1.2003617562358304,,
剧,ju4,18,drama,2.254013989892418,,
剩,sheng4,18,have as remainder,2.054303856667653,,
剪,jian3,18,cut with scissors,1.6440826354304288,,
副,fu4,18,secondary,1.9034042102029736,,
割,ge1,18,cut off,1.5151983020882172,,
剽,piao1,18,to rob,0.2884143347963486,,
剿,jiao3,18,destroy (bandits),-0.3484077627908257,,
劈,pi1,18,split in two,0.6658326763237845,,
竟,jing4,180,unexpectedly,2.063772684995822,,
音,yin1,180,sound,2.5901357874114237,,
韵,yun4,180,rhyme,0.9204375495017542,,
页,ye4,181',page,1.4883382028586651,,
顶,ding3,181',go against,2.0352366547591743,,
顺,shun4,181',to obey,2.167213804130778,,
须,xu1,181',beard,2.629228757179522,,
顽,wan2,181',mischievous,1.043702702220488,,
顾,gu4,181',look after,2.2483463729682094,,
顿,dun4,181',a time,2.288700588447426,,
颁,ban1,181',promulgate,1.0411801715164462,,
颂,song4,181',to praise,0.7324934636510729,,
预,yu4,181',to advance,2.196132725970364,,
颅,lu2,181',forehead,0.7842178024837653,,
领,ling3,181',neck,2.2415949990076705,,
颇,po3,181',quite,0.8021293917924673,,
颈,jing3,181',neck,1.0882848348732286,,
颊,jia2,181',cheeks,0.6149302514830287,,
颌,he2,181',maxilla and mandible,-0.0473777671268445,,
颐,yi2,181',cheeks,0.0195690225037687,,
频,pin2,181',frequency,1.702468929553982,,
颓,tui2,181',become bald,0.1806312911943302,,
颖,ying3,181',clever,0.6035307917389349,,
题,ti2,181',topic,2.903682069765813,,
颚,e4,181',jaw,0.3546788077400252,,
额,e2,181',volume,1.6430292890932865,,
颞,nie4,181',temporal bones,0.0453762861100541,,
颠,dian1,181',inverted,1.1515410218432724,,
颤,chan4,181',to tremble,0.995890923030136,,
颦,pin2,181',knit the brows,-0.8924758071411013,,
颧,quan2,181',cheek bones,0.0453762861100541,,
风,feng1,182',wind,2.4532572359352627,,
飒,sa4,182',declining,-0.8924758071411013,,
飓,ju4,182',hurricane,0.7558842038398302,,
飕,sou1,182',blow (as of wind),-0.3695970618607638,,
飘,piao1,182',to float,1.2073198941044432,,
飙,biao1,182',whirlwind,0.8136727818220408,,
飞,fei1,183',to fly,2.525742595642864,,
食,shi2,184,to feed,2.184770939129324,,
飨,xiang3,184,offer or enjoy sacrifice,-0.8255290175104881,,
餐,can1,184,eat,2.352501888485751,,
饕,tao1,184,gluttonous,-0.7163845480854202,,
饥,ji1,184',hungry,1.1161243646208163,,
饨,tun2,184',Chinese ravioli,-0.3088992215071521,,
饪,ren4,184',cooked food,0.6948609273661547,,
饭,fan4,184',food,2.3309768666250528,,
饮,yin3,184',drink,1.5872913927893135,,
饯,jian4,184',farewell dinner,-0.1935058028050825,,
饰,shi4,184',adorn,1.6019107198504925,,
饱,bao3,184',to eat till full,1.2009458780211335,,
饲,si4,184',to raise,0.4012549497813804,,
饴,yi2,184',syrup,-0.8255290175104881,,
饵,er3,184',bait,0.9193225438009628,,
饷,xiang3,184',soldier's pay,-0.5914458114771202,,
饺,jiao3,184',dumplings with meat filling,0.2836154519145798,,
饼,bing3,184',round flat cake,1.9460584633707672,,
饽,bo1,184',cake,-1.0685670661967823,,
饿,e4,184',to be hungry,1.852598984440956,,
馀,yu2,184',remainder,-0.6292343723665199,,
馁,nei3,184',hungry,0.0775609694814554,,
馄,hun2,184',Chinese ravioli,-0.3088992215071521,,
馅,xian4,184',stuffing,1.2324629294671985,,
馆,guan3,184',house,2.176328267495079,,
馈,kui4,184',food,0.7558842038398302,,
馊,sou1,184',rancid,0.3070965477641028,,
馋,chan2,184',gluttonous,-0.0908434609079348,,
馍,mo2,184',small loaf of steamed bread,-0.4665070748688202,,
馏,liu2,184',reheat by steaming,-0.1521131176468575,,
馐,xiu1,184',delicacies,-1.0685670661967823,,
馒,man2,184',steamed bread,-0.2392632933657576,,
首,shou3,185,head,2.440870691283285,,
香,xiang1,186,fragrant,2.087072567562994,,
馥,fu4,186,"fragrance, scent, aroma",-0.6706270575247449,,
馨,xin1,186,fragrant,0.7671235052956429,,
马,ma3,187',horse,2.872098806279046,,
驭,yu4,187',manage,0.4331766634312118,,
驮,tuo2,187',carry on back,-0.5914458114771202,,
驯,xun4,187',attain gradually,0.8385754648063579,,
驰,chi2,187',run fast,0.8492009362509738,,
驱,qu1,187',to expel,1.363198636428565,,
驳,bo2,187',argue,0.9892891425451052,,
驴,lv2,187',donkey,1.013320073226767,,
驶,shi3,187',hasten,1.583437395389593,,
驷,si4,187',team of 4 horses,-0.7163845480854202,,
驹,ju1,187',colt,0.3070965477641028,,
驻,zhu4,187',resident in,0.9738115319430934,,
驼,tuo2,187',humpback,0.9515869654415504,,
驽,nu2,187',worn out old horses,-1.0685670661967823,,
驾,jia4,187',to drive,1.81181773439352,,
驿,yi4,187',remount stations,-0.4665070748688202,,
骁,xiao1,187',brave,-0.6292343723665199,,
骂,ma4,187',scold,1.3174857827436068,,
骄,jiao1,187',proud,1.6664326687957796,,
骆,luo4,187',camel,0.7185390268397875,,
骇,hai4,187',astonish,0.4907409447102299,,
骋,cheng3,187',hasten,-0.1935058028050825,,
验,yan4,187',to examine,2.2659872044504663,,
骏,jun4,187',spirited horse,0.1287134919288367,,
骐,qi2,187',piebald horse,-0.7675370705328014,,
骑,qi2,187',to ride (an animal or bike),1.8598287860599312,,
骗,pian4,187',to cheat,2.205648531153134,,
骚,sao1,187',have sex appeal,1.5294022090290254,,
骛,wu4,187',fast,-0.3918734565719161,,
骡,luo2,187',mule,0.3161446767414998,,
骤,zhou4,187',sudden,0.6104063097229826,,
骥,ji4,187',thoroughbred horse,-0.9716570531887262,,
骨,gu3,188,bone,2.054549243894392,,
骰,tou2,188,cuboid bone,0.412158312791705,,
骷,ku1,188,skeleton,0.6216290138317311,,
骸,hai2,188,bones of the body,0.8050441307996846,,
骼,ge2,188,skeleton,0.4012549497813804,,
髁,ke1,188,condyles,-0.8924758071411013,,
髅,lou2,188,skull,0.6216290138317311,,
髋,kuan1,188,pelvis,-0.0685670661967825,,
髌,bin4,188,kneecap,-1.0685670661967823,,
髓,sui3,188,marrow,0.8249172800217035,,
高,gao1,189,high,2.9319103951776726,,
力,li4,19,power,2.981222530506811,,
劝,quan4,19,to advise,1.269391097482918,,
办,ban4,19,to do,2.787345622991462,,
功,gong1,19,merit,2.3048966554355865,,
加,jia1,19,to add,2.9109813085073126,,
务,wu4,19,affair,2.460188992509999,,
劣,lie4,19,inferior,1.1396054604703392,,
动,dong4,19,to use,3.021990761649185,,
助,zhu4,19,to help,2.545142650892898,,
努,nu3,19,to exert,2.157452533032001,,
劫,jie2,19,plunder,1.83964978689261,,
励,li4,19,exhort,1.544216790522953,,
劲,jin4,19,stalwart,1.912798442881762,,
劳,lao2,19,toil,1.9897640408777224,,
劾,he2,19,impeach,0.053648812076044,,
势,shi4,19,conditions,1.9870978966803632,,
勃,bo2,19,flourishing,1.6207417929268375,,
勇,yong3,19,brave,1.918763965612188,,
勉,mian3,19,exhort,0.8207346363095277,,
勋,xun1,19,medal,1.1897109490462487,,
勒,lei1,19,strangle,2.121274022484826,,
勘,kan1,19,to investigate,0.475500978153493,,
募,mu4,19,canvass for contributions,1.0204544345982234,,
勤,qin2,19,diligent,1.3746959212619123,,
髦,mao2,190,bang (hair),0.8006646535341936,,
髭,zi1,190,mustache,-1.0685670661967823,,
髯,ran2,190,beard,-1.0685670661967823,,
髻,ji4,190,"hair rolled up in a bun, topknot",-0.6292343723665199,,
鬃,zong1,190,bristles,-0.3918734565719161,,
鬓,bin4,190,temples,0.0283429468112737,,
鬣,lie4,190,bristles,-0.4153545524214389,,
鬼,gui3,194,ghost,2.495091972276087,,
魁,kui2,194,chief,0.5918240322056845,,
魂,hun2,194,soul,1.9717385233202285,,
魄,po4,194,soul,0.5748856102894048,,
魅,mei4,194,demon,1.4206881021724778,,
魇,yan3,194,nightmare,0.1806312911943302,,
魔,mo2,194,devil,2.212750432223594,,
鱼,yu2,195',fish,2.1881506797807044,,
鱿,you2,195',cuttlefish,0.8734409868255306,,
鲁,lu3,195',crass,2.110194118328728,,
鲈,lu2,195',common perch,-0.1521131176468575,,
鲍,bao4,195',abalone,1.8238058412016536,,
鲔,wei3,195',little tuna,-0.6292343723665199,,
鲛,jiao1,195',shark,-0.7675370705328014,,
鲜,xian1,195',few,1.785738975604298,,
鲟,xun2,195',acipenser sp.,-0.2392632933657576,,
鲡,li2,195',eel,-0.8924758071411013,,
鲣,jian1,195',bonito,-0.7163845480854202,,
鲤,li3,195',carp,0.0369431185731913,,
鲨,sha1,195',shark,1.2546850339749045,,
鲭,qing1,195',mackerel,-0.3918734565719161,,
鲱,fei1,195',herring,-0.1792653636904723,,
鲶,nian2,195',sheat,-0.1143245567574577,,
鲷,diao1,195',pagrus major,-0.7163845480854202,,
鲸,jing1,195',whale,0.8940390067273444,,
鲻,zi1,195',Mugil cephalus,-0.5566837052179082,,
鳃,sai1,195',gills of fish,-0.6706270575247449,,
鳄,e4,195',crocodile,0.9010817742839424,,
鳅,qiu1,195',loach,-0.7163845480854202,,
鳌,ao2,195',sea turtle,-1.0685670661967823,,
鳍,qi2,195',fins,0.1355529164591422,,
鳏,guan1,195',widower,0.0014708004109724,,
鳐,yao2,195',ray (fish),-1.0685670661967823,,
鳕,xue3,195',codfish,-0.0578432008050094,,
鳖,bie1,195',turtle,-0.3282043767025387,,
鳗,man2,195',eel,0.1217646319735088,,
鳝,shan4,195',Chinese yellow eel,-0.9716570531887262,,
鳞,lin2,195',scales (of fish),0.1217646319735088,,
鳟,zun1,195',barbel,0.114702777486022,,
鸟,niao3,196',bird,1.8618725285699176,,
鸠,jiu1,196',turtle-dove,-0.2392632933657576,,
鸡,ji1,196',fowl,2.1301587328030176,,
鸢,yuan1,196',kite,-0.524499021846507,,
鸣,ming2,196',to cry (of birds),1.068153500959624,,
鸥,ou1,196',common gull,0.3587567201604645,,
鸦,ya1,196',crow,0.9638502126359866,,
鸨,bao3,196',Chinese bustard,-0.440178136146471,,
鸪,gu1,196',partridge,-0.9716570531887262,,
鸫,dong1,196',thrush,-0.8255290175104881,,
鸬,lu2,196',fishing cormorant,-0.7675370705328014,,
鸭,ya1,196',duck,1.2032745403397165,,
鸯,yang1,196',mandarin duck,0.0195690225037687,,
鸳,yuan1,196',mandarin duck,0.0195690225037687,,
鸵,tuo2,196',ostrich,0.0369431185731913,,
鸸,er2,196',emu,-1.0685670661967823,,
鸽,ge1,196',pigeon,1.0829560013681616,,
鸿,hong2,196',eastern bean goose,0.0283429468112737,,
鹃,juan1,196',cuckoo,-0.3282043767025387,,
鹅,e2,196',goose,1.181242543205021,,
鹈,ti2,196',pelican,-0.3282043767025387,,
鹉,wu3,196',parrot,0.4466442381310192,,
鹊,que4,196',magpie,-0.165477079204839,,
鹌,an1,196',quail,0.1806312911943302,,
鹏,peng2,196',large fabulous bird,-0.4945357984690637,,
鹑,chun2,196',quail,0.1806312911943302,,
鹕,hu2,196',pelican,-0.3918734565719161,,
鹞,yao4,196',sparrow hawk,-0.9716570531887262,,
鹤,he4,196',crane,0.5520894136228383,,
鹦,ying1,196',parrot,0.4499468736811048,,
鹧,zhe4,196',partridge,-0.9716570531887262,,
鹫,jiu4,196',black eagle,-0.0271743810385575,,
鹬,yu4,196',common snipe,-0.7163845480854202,,
鹭,lu4,196',heron,-0.2392632933657576,,
鹰,ying1,196',eagle,1.3900707828288668,,
鹳,guan4,196',crane,-0.440178136146471,,
鹿,lu4,198,deer,1.2399973473644563,,
麂,ji3,198,Moschus chinensis,-0.8255290175104881,,
麒,qi2,198,mythical unicorn,-0.2726870488527074,,
麓,lu4,198,foot of a hill,-0.9716570531887262,,
麝,she4,198,musk deer,-0.1024253334577499,,
麟,lin2,198,female unicorn,-0.2392632933657576,,
麸,fu1,199',bran,-0.0271743810385575,,
丫,ya1,2,slave girl,1.034380901808591,,
中,zhong1,2,hit (the mark),3.1728860210840617,,
丰,feng1,2,buxom,1.4359037962976364,,
串,chuan4,2,to string together,1.1738501182209364,,
临,lin2,2,to face,1.968660168385492,,
勺,shao2,20,spoon,0.8659313850467851,,
勾,gou1,20,affair,1.42279462763749,,
勿,wu4,20,do not,0.7872548392092473,,
匀,yun2,20,even,0.2884143347963486,,
包,bao1,20,to cover,2.4674228866801444,,
匆,cong1,20,hurried,1.0403360614705308,,
匈,xiong1,20,Hungary,0.5307700667957065,,
匍,pu2,20,crawl,-0.1935058028050825,,
匐,fu2,20,fall prostrate,-0.2234690261825258,,
麾,hui1,200,signal flag,-0.3088992215071521,,
黍,shu3,202,broomcorn millet,-0.7163845480854202,,
黏,nian2,202,sticky,0.6325689998957439,,
墨,mo4,203,China ink,1.828922568380404,,
黑,hei1,203,black,2.4506043976248764,,
黔,qian2,203,an old name for Guizhou (贵州) province,-0.4153545524214389,,
默,mo4,203,silent,1.902592769589677,,
黛,dai4,203,umber-black dye for painting the eyebrow,1.3591624133071103,,
黜,chu4,203,dismiss,-0.8924758071411013,,
黝,you3,203,black,-0.1792653636904723,,
黯,an4,203,deep black,0.1986046622062312,,
鼎,ding3,206,tripod,0.5572596470889286,,
鼓,gu3,207,convex,1.7648987939739098,,
鼠,shu3,208,rat,1.7475084409004873,,
鼬,you4,208,"weasel, mustela itatis",0.2787629491201678,,
鼹,yan3,208,mole,0.2431867948589717,,
鼻,bi2,209,nose,1.704670680692594,,
鼾,han1,209,snore,0.3293729424752549,,
匕,bi3,21,dagger,0.4466442381310192,,
化,hua4,21,to make into,2.380448250151004,,
北,bei3,21,north,1.9054838365960949,,
匙,shi,21,spoon,1.9268487323456325,,
齿,chi3,211',tooth,1.525825484178644,,
龃,ju3,211',irregular,-1.0685670661967823,,
龄,ling2,211',age,1.531861259535349,,
龅,bao1,211',projecting teeth,-0.4945357984690637,,
龇,zi1,211',projecting teeth,-0.8255290175104881,,
龈,ken3,211',gums,-0.165477079204839,,
龉,yu3,211',irregular teeth,-1.0685670661967823,,
龊,chuo4,211',dirty,0.3070965477641028,,
龋,qu3,211',decayed teeth,-0.8924758071411013,,
龌,wo4,211',dirty,0.3116441755148234,,
龙,long2,212',dragon,1.9089279028762536,,
龛,kan1,212',niche,-0.6292343723665199,,
龟,gui1,213',tortoise,1.1016946491981747,,
匝,za1,22,go round,-0.3695970618607638,,
匠,jiang4,22,craftsman,1.0577267244964834,,
匡,kuang1,22,correct,0.0852477981477464,,
匣,xia2,22,box,0.2101865347560463,,
匪,fei3,22,bandit,1.2431867948589717,,
匹,pi3,23,mate,1.679620960809418,,
区,qu1,23,area,2.4001494053186896,,
医,yi1,23,medical,2.754858253183287,,
匿,ni4,23,to hide,1.1182480582506718,,
十,shi2,24,ten,2.497605171988676,,
千,qian1,24,a swing,2.2299585291252164,,
卅,sa4,24,thirty,-0.7163845480854202,,
升,sheng1,24,promoted,1.9690586037179365,,
卉,hui4,24,plants,-0.3088992215071521,,
半,ban4,24,half,2.3671976930635967,,
卍,wan4,24,swastika,-0.3484077627908257,,
协,xie2,24,cooperate,1.9516906033090995,,
卑,bei1,24,low,1.3354108974725722,,
卒,zu2,24,die,0.5623690528674088,,
单,dan1,24,bill,2.6056968534954428,,
卖,mai4,24,to sell,2.37048917044474,,
南,nan2,24,south,2.1270558773901542,,
博,bo2,24,extensive,2.285204952707677,,
卜,bo,25,to divine,1.150230931914955,,
占,zhan4,25,to occupy,1.6893980316646526,,
卡,ka3,25,customs station,2.6202085890760625,,
卤,lu3,25,crass,-0.1265590131744693,,
卦,gua4,25,divinatory trigram,1.0386429034510858,,
卧,wo4,25,to lie,1.638790168253395,,
卫,wei4,26,to guard,2.194299134014261,,
印,yin4,26,stamp,2.1508209614927853,,
危,wei1,26,danger,2.216708872874422,,
即,ji2,26,namely,2.233113883096794,,
却,que4,26,but,2.4663153552506225,,
卵,luan3,26,ovum,1.0124199807141046,,
卷,juan3,26,chapter,1.8523385379672412,,
卸,xie4,26,unload,1.0069798951957485,,
厂,chang3,27,cliff,1.6468094390103545,,
厄,e4,27,distressed,1.460349634080872,,
历,li4,27,to experience,2.276610550345921,,
厉,li4,27,severe,1.7919206712779192,,
压,ya1,27,in the first place,2.141148964078159,,
厌,yan4,27,loathe,2.2055330273008837,,
厕,ce4,27,rest-room,1.5979509143580983,,
厘,li2,27,one thousandth,0.6557088034040065,,
厚,hou4,27,generous,1.3379731142371725,,
原,yuan2,27,former,2.6572220973804628,,
厢,xiang1,27,box (in theater),1.0411801715164462,,
厥,jue2,27,his,0.2101865347560463,,
厦,sha4,27,tall building,0.946373283596154,,
厨,chu2,27,kitchen,1.7914713236104107,,
厩,jiu4,27,a stable,0.4816612868583114,,
去,qu4,28,to go,3.6955081426691785,,
县,xian4,28,a district,0.9248691643008292,,
叁,san1,28,"three (formal form used on checks, etc.)",0.2484510348513289,,
参,can1,28,ginseng,2.462080787330703,,
叉,cha1,29,to diverge,1.286501140152068,,
及,ji2,29,to reach,2.3284599651011435,,
友,you3,29,friend,2.9330476751561965,,
双,shuang1,29,two,2.1342616870976463,,
反,fan3,29,wrong side out or up,2.531316005876905,,
发,fa1,29,hair,3.272025754168467,,
叔,shu1,29,uncle in direct address,2.0632920934876458,,
取,qu3,29,to take,2.4231097270375943,,
受,shou4,29,to bear,2.916949221655933,,
变,bian4,29,to change,2.8094517825407403,,
叙,xu4,29,narrate,0.8928540278696657,,
叛,pan4,29,to betray,1.812960239444149,,
叟,sou3,29,old gentleman,-0.1792653636904723,,
叠,die2,29,fold up,0.8844673910535741,,
丸,wan2,3,pill,1.216427320526212,,
丹,dan1,3,red,2.0186818015988752,,
为,wei4,3,because of,3.725975002499364,,
主,zhu3,3,to own,2.78616395101716,,
举,ju3,3,to lift,2.1652536742926496,,
义,yi4,3,justice,2.3065476184954425,,
另,ling4,30,other,2.455569310395786,,
可,ke3,30,can,3.657079173546949,,
叱,chi4,30,to scold,-0.524499021846507,,
右,you4,30,right (-hand),2.009073323347219,,
号,hao4,30,day of a month,2.663243221301264,,
吆,yao1,30,shout,-0.2234690261825258,,
合,he2,30,Chinese musical note,2.76677466163156,,
吉,ji2,30,lucky,2.2782747034454687,,
吊,diao4,30,condole with,1.43386005378765,,
名,ming2,30,name,2.9651481317561874,,
吓,xia4,30,to frighten,2.1166208228072088,,
吗,ma,30,morphine,3.733073280124208,,
吝,lin4,30,stingy,0.3862777938117276,,
否,fou3,30,clogged,2.450242882654443,,
吭,keng1,30,throat,0.2787629491201678,,
吮,shun3,30,to suck,0.3336943162578975,,
吹,chui1,30,to blow,1.734206659095193,,
吻,wen3,30,kiss,1.9846074495095487,,
吼,hou3,30,roar (of a lion),1.214168306424236,,
呃,e4,30,hiccough,2.686048798133892,,
呎,chi3,30,foot (English),-0.5914458114771202,,
呓,yi4,30,talk in sleep,-0.6292343723665199,,
呦,you1,30,bleating of the deer,0.9658608388286204,,
呱,gu1,30,crying sound of child,0.3464062817740354,,
呵,he1,30,expel breath,1.5468568866891612,,
呻,shen1,30,groan,0.4692520288764915,,
咀,ju3,30,chew,0.2587918681895477,,
咂,za1,30,smack one's lips,-0.1265590131744693,,
咙,long2,30,throat,1.1182480582506718,,
咨,zi1,30,consult,1.0957857895876546,,
咪,mi1,30,sound to call cat,1.6231773023945917,,
咳,ke2,30,cough,0.992130774156829,,
哀,ai1,30,sorrow,1.3375471264816814,,
哄,hong3,30,have a hilarious time,0.9628413980548416,,
哆,duo1,30,quiver,-0.165477079204839,,
哇,wa,30,sound of child's crying,2.344984146978768,,
哈,ha1,30,a Pekinese,2.546514580413536,,
响,xiang3,30,to make a sound,2.1042547082940515,,
哗,hua1,30,clamor,0.4597067109702611,,
哥,ge1,30,elder brother,2.604569084260879,,
哦,o2,30,oh is that so,3.170607237981296,,
哨,shao4,30,a whistle,1.0544674635567242,,
哩,li1,30,mile,0.8671920375485291,,
哪,na3,30,which (followed by M or Num),3.103736600742577,,
哭,ku1,30,to cry,2.0082553571459907,,
唉,ai1,30,alas,1.2536522285371368,,
唔,wu2,30,hold in mouth,1.6187388939952867,,
唠,lao2,30,to chatter,0.8659313850467851,,
唤,huan4,30,to call,1.4664103972647675,,
唬,hu3,30,intimidate,1.0060665521001215,,
啃,ken3,30,to gnaw,0.6035307917389349,,
商,shang1,30,commerce,2.169980821484545,,
啜,chuai4,30,drink,-0.1792653636904723,,
啤,pi2,30,beer,1.7245245339797977,,
啪,pa1,30,syllable,0.5773462088370617,,
喉,hou2,30,throat,1.3070965477641028,,
喊,han3,30,call,1.6630216989899562,,
喏,nuo4,30,to salute,-0.4665070748688202,,
喙,hui4,30,beak,-0.3088992215071521,,
喝,he1,30,shout applause,2.553232157805885,,
喧,xuan1,30,clamor,0.37076562763348,,
喳,zha1,30,twitter,0.4597067109702611,,
喽,lou2,30,subordinates in gang of bandits,1.2236890051596936,,
嗑,ke1,30,to crack (seeds) with front teeth,0.9977588591652552,,
嗒,da1,30,to despair,0.7131883084556863,,
嗜,shi4,30,addicted to,0.8193314219000896,,
嗤,chi1,30,laugh at,0.0014708004109724,,
嗥,hao2,30,howl,-1.0685670661967823,,
嗽,sou4,30,cough,0.619407553837773,,
嘀,di2,30,backbite,0.5140643732928538,,
嘈,cao2,30,bustling,0.0453762861100541,,
嘎,ga1,30,cackling sound,0.7917709403742111,,
嘱,zhu3,30,enjoin,1.0657694447518975,,
嘴,zui3,30,mouth,2.411763320056971,,
噌,ceng1,30,"sound of bells, etc",-0.5566837052179082,,
噗,pu1,30,sound of escaping laughter,0.3250081370728049,,
噜,lu1,30,grumble,0.5520894136228383,,
噬,shi4,30,devour,0.579792944784149,,
嚣,xiao1,30,clamor,0.5140643732928538,,
嚼,jue2,30,to chew,1.013320073226767,,
囚,qiu2,31,prisoner,1.3782030290036051,,
四,si4,31,four,2.4513265260205537,,
囟,xin4,31,skull,-1.0685670661967823,,
因,yin1,31,cause,3.218898739146446,,
团,tuan2,31,dumpling,2.3182884629879417,,
囤,dun4,31,to store,-0.1935058028050825,,
囫,hu2,31,whole,-0.8924758071411013,,
园,yuan2,31,garden,2.088889701937443,,
困,kun4,31,sleepy,2.0727258938848108,,
囱,cong1,31,window,0.3746959212619124,,
围,wei2,31,to circle,2.1006663851043146,,
囵,lun2,31,complete,-0.9716570531887262,,
囹,ling2,31,prison,-0.440178136146471,,
固,gu4,31,hard,1.6189618950178517,,
国,guo2,31,country,2.9390953803404933,,
图,tu2,31,diagram,2.3671976930635967,,
圃,pu3,31,garden,-0.4153545524214389,,
圄,yu3,31,imprison,-0.4945357984690637,,
圆,yuan2,31,circle,1.5906358112677486,,
圈,quan1,31,circle,1.9144951287820704,,
土,tu3,32,earth,2.0169910720470248,,
圣,sheng4,32,holy,2.4147705644922244,,
圭,gui1,32,jade tablet,0.5918240322056845,,
地,di4,32,earth,3.222185208135641,,
场,chang3,32,a courtyard,2.8702777577922727,,
址,zhi3,32,location,1.6893980316646526,,
均,jun1,32,equal,1.2101865347560463,,
坊,fang1,32,subdivision of a city,0.6577525459139928,,
坍,tan1,32,collapse,0.2431867948589717,,
坎,kan3,32,pit,1.248451034851329,,
坏,huai4,32,bad,2.5084936720845543,,
坐,zuo4,32,to sit,2.621916970808835,,
坑,keng1,32,pit,1.0882848348732286,,
块,kuai4,32,yuan (unit of currency),2.3855533658173957,,
坚,jian1,32,strong,2.156548290773948,,
坛,tan2,32,altar,0.9010817742839424,,
坝,ba4,32,dam,0.5965446708782688,,
坞,wu4,32,dock,1.596309853634428,,
坟,fen2,32,a grave,1.1294023017193893,,
坠,zhui4,32,fall,1.3484892329223277,,
坡,po1,32,slope,1.0369431185731914,,
坤,kun1,32,the earth-,0.6776778055234157,,
坦,tan3,32,flat,2.017792764477966,,
坨,tuo2,32,lump,0.5699221907578548,,
坩,gan1,32,crucible,-0.9716570531887262,,
坪,ping2,32,a plain,0.8952207611487727,,
坯,pi1,32,unburnt earthenware,-0.5566837052179082,,
坳,ao4,32,a depression,-0.9716570531887262,,
坷,ke3,32,uneven (path),0.0775609694814554,,
垂,chui2,32,to hang (down),1.1541494049508008,,
垄,long3,32,monopolize,0.0014708004109724,,
型,xing2,32,model,2.204550002289959,,
垒,lei3,32,rampart,1.377426115590864,,
