hanzi,pinyin,radical,english_consensus,zipf_cn,zipf_en,concreteness_en
诉,su4,149',complain,3.1472885149028,,
诊,zhen3,149',examine or treat medically,1.698031654867482,,
诋,di3,149',defame,0.2836154519145798,,
词,ci2,149',works,2.185376396472476,,
诏,zhao4,149',imperial order,-0.9716570531887262,,
译,yi4,149',to translate,0.7376129077871045,,
诓,kuang1,149',mislead,-0.6706270575247449,,
试,shi4,149',to test,2.7582525283268744,,
诗,shi1,149',poem,1.5684220356154466,,
诘,ji2,149',investigate,-0.440178136146471,,
诙,hui1,149',whimsical,-0.2392632933657576,,
诚,cheng2,149',honest,1.897457273790649,,
诛,zhu1,149',execute,-0.524499021846507,,
话,hua4,149',dialect,3.328847127970184,,
诞,dan4,149',birth,2.065450579479201,,
诡,gui3,149',sly,1.2678926676517468,,
诣,yi4,149',go,-0.3282043767025387,,
该,gai1,149',that,3.2359288471395664,,
诧,cha4,149',surprised,-0.0578432008050094,,
诨,hun4,149',jest,-0.6292343723665199,,
诩,xu3,149',brag,-0.3918734565719161,,
诫,jie4,149',commandment,0.5307700667957065,,
诬,wu1,149',accuse falsely,0.4433162947820918,,
误,wu4,149',mistake,2.180508937486829,,
诱,you4,149',entice,1.567670010350649,,
诲,hui4,149',admonish,0.0369431185731913,,
说,shuo1,149',to speak,3.779377113571346,,
诵,song4,149',read aloud,0.5280300294296777,,
诹,zou1,149',choose,-1.0685670661967823,,
诺,nuo4,149',to promise,2.1829494860948966,,
读,du2,149',to read,2.1829494860948966,,
诽,fei3,149',slander,0.54948103051531,,
诿,wei3,149',shirk,-0.6292343723665199,,
谀,yu2,149',flatter,-0.1391481404824898,,
谁,shui2,149',who,3.0525329637795244,,
调,diao4,149',harmonize,2.491907479024611,,
谆,zhun1,149',repeatedly (in giving advice),-0.524499021846507,,
谈,tan2,149',to speak,2.8820776523887304,,
谋,mou2,149',to plan,2.200595499234962,,
谍,die2,149',to spy,1.4551794006147818,,
谎,huang3,149',lies,2.2402107074679387,,
谐,xie2,149',harmonious,0.9618302346599792,,
谒,ye4,149',to visit (a superior),-1.0685670661967823,,
谕,yu4,149',order (from above),0.3938309317021735,,
谚,yan4,149',proverb,0.3161446767414998,,
谛,di4,149',examine,0.2787629491201678,,
谜,mi2,149',riddle,1.2335473107594184,,
谟,mo2,149',plan,-0.3484077627908257,,
谣,yao2,149',popular ballad,1.1650635139676806,,
谦,qian1,149',modest,0.9303458381620032,,
谧,mi4,149',quiet,-0.3484077627908257,,
谨,jin3,149',cautious,1.213601712107859,,
谩,man2,149',disrespect,-0.3918734565719161,,
谱,pu3,149',chart,1.2787629491201675,,
谴,qian3,149',punishment,0.7359131229092102,,
冬,dong1,15,winter,1.3703706348987454,,
冯,feng2,15,Feng (Chinese surname),0.4399626527745039,,
冰,bing1,15,ice,2.117894829697728,,
冲,chong1,15,of great force,2.205648531153134,,
决,jue2,15,breach (a dyke),2.687269691797549,,
况,kuang4,15,moreover,2.452211136564521,,
冶,ye3,15,smelt,-0.4153545524214389,,
冷,leng3,15,cold,2.293113561333139,,
冻,dong4,15,to freeze,1.538887957017886,,
冽,lie4,15,cold and raw,-0.6292343723665199,,
净,jing4,15,clean,1.8158034213296887,,
凄,qi1,15,intense cold,0.412158312791705,,
准,zhun3,15,accurate,2.8106578776882363,,
凉,liang2,15,cool,1.339248576187415,,
凋,diao1,15,withered,0.1618818551814913,,
凌,ling2,15,encroach,1.4476376685647343,,
减,jian3,15,to lower,1.7683896708627678,,
凑,cou4,15,assemble,1.15867671530628,,
凛,lin3,15,shiver with cold or fear,-0.2904158158131389,,
凝,ning2,15,congeal,1.0561001515018271,,
谷,gu3,150,valley,1.6005172604243334,,
豁,huo1,150,clear,1.5502651916947745,,
豆,dou4,151,bean,1.642396052798493,,
豉,shi4,151,salted fermented beans,-0.9716570531887262,,
豌,wan1,151,peas,0.3464062817740354,,
豚,tun2,152,suckling pig,0.8544177495121003,,
象,xiang4,152,shape,2.5600006541858877,,
豢,huan4,152,feed pigs and dogs,-1.0685670661967823,,
豪,hao2,152,grand,1.7285272764334716,,
豫,yu4,152,beforehand,1.1335123748106055,,
豹,bao4,153,leopard,1.0292106683425006,,
豺,chai2,153,ravenous beast,0.1217646319735088,,
貂,diao1,153,sable,0.3785909651454366,,
貉,hao2,153,name of a wild tribe,-0.5914458114771202,,
貌,mao4,153,appearance,1.615604796503808,,
貘,mo4,153,tapir,-1.0685670661967823,,
贝,bei4,154',cowries,2.574688158827989,,
贞,zhen1,154',chaste,1.1287134919288366,,
负,fu4,154',lose,2.2313758338259846,,
贡,gong4,154',tribute,1.1515410218432724,,
财,cai2,154',money,1.848544406296914,,
责,ze2,154',duty,2.3336943162578976,,
贤,xian2,154',worthy (person),1.1024276358395175,,
败,bai4,154',be defeated,2.1397398961568803,,
账,zhang4,154',account,1.6200751857631095,,
货,huo4,154',goods,2.102354392820218,,
质,zhi4,154',hostage,2.0951159838962994,,
贩,fan4,154',deal in,1.4966902772234312,,
贪,tan1,154',greedy,1.1903095631753486,,
贫,pin2,154',poor,1.2703871861808247,,
贬,bian3,154',to diminish,0.6216290138317311,,
购,gou4,154',to buy,1.633863470248743,,
贮,zhu4,154',to store,0.204434205866955,,
贯,guan4,154',pierce,1.0160092117375483,,
贱,jian4,154',inexpensive,1.596074909359343,,
贲,ben1,154',bright,-0.7675370705328014,,
贴,tie1,154',to stick,1.6749426985316471,,
贵,gui4,154',expensive,1.895456726643251,,
贷,dai4,154',lend on interest,1.2021117699479238,,
贸,mao4,154',commerce,0.9125717164438778,,
费,fei4,154',to cost,2.409132862135348,,
贺,he4,154',congratulate,1.6509713729405988,,
贻,yi2,154',bequeath,-0.8255290175104881,,
贼,zei2,154',thief,1.3567225502500115,,
贾,jia3,154',merchant,1.377426115590864,,
贿,hui4,154',bribe,1.1067997648645664,,
赁,lin4,154',to rent,0.1806312911943302,,
赂,lu4,154',bribe,0.9638502126359866,,
赃,zang1,154',booty,0.8006646535341936,,
资,zi1,154',resources,2.2258991599648104,,
赊,she1,154',buy on credit,-0.1521131176468575,,
赋,fu4,154',poetic essay,1.4999280009964635,,
赌,du3,154',bet,2.061605822695753,,
赎,shu2,154',redeem,1.230286010212924,,
赏,shang3,154',enjoy the beauty of,1.7210136459676428,,
赐,ci4,154',confer,1.319267506194028,,
赔,pei2,154',lose in trade,1.3358389847244867,,
赖,lai4,154',disclaim,1.724699335544606,,
赘,zhui4,154',superfluous,0.3205990181677499,,
赚,zhuan4,154',cheat,1.7597705338622218,,
赛,sai4,154',to compete,2.640172426309648,,
赝,yan4,154',false,0.3205990181677499,,
赞,zan4,154',to patronize,1.8169355027316327,,
赠,zeng4,154',give present,1.220352539464944,,
赡,shan4,154',to support,0.4049199038677858,,
赢,ying2,154',to beat,2.3728138187197287,,
赤,chi4,155,red,1.17073241293011,,
赦,she4,155,to pardon (a convict),0.9577618725255668,,
走,zou3,156,to walk,3.2472196618640305,,
赴,fu4,156,go towards,1.0577267244964834,,
赶,gan3,156,to catch up,2.295608566573837,,
起,qi3,156,to rise,3.435138519479524,,
趁,chen4,156,avail oneself of,1.3258846146294336,,
超,chao1,156,to exceed,2.393418905339738,,
越,yue4,156,to exceed,2.409674669269166,,
趋,qu1,156,to hasten,0.6260381327367862,,
趟,tang4,156,a time,1.5109307163380414,,
趣,qu4,156,interesting,2.385438871907008,,
足,zu2,157,foot,2.2795917091171183,,
趴,pa1,157,to lie on one's stomach,1.5696725244779677,,
趸,dun3,157,wholesale,-0.3918734565719161,,
趾,zhi3,157,toe,1.0775609694814554,,
跃,yue4,157,to jump,1.3120963301438004,,
跄,qiang1,157,stagger,-0.3918734565719161,,
跆,tai2,157,trample,0.4629118508454725,,
跋,ba2,157,travel,0.2884143347963486,,
跌,die1,157,to drop,1.1314622003569876,,
跐,ci1,157,"to trample, to step, to walk on the ball of the foot",-0.9716570531887262,,
跑,pao3,157,to run,2.519564523050557,,
跖,zhi2,157,sole of foot,-1.0685670661967823,,
跚,shan1,157,limp,-0.2726870488527074,,
跛,bo3,157,lame,0.2324629294671986,,
距,ju4,157,at a distance of,1.589682888270175,,
跟,gen1,157,to follow,3.1576911971376145,,
跤,jiao1,157,bones of leg,0.9484662731019976,,
跨,kua4,157,step across,1.1369079705441083,,
跩,zhuai3,157,waddle,-0.5914458114771202,,
跪,gui4,157,kneel,1.2231347045331984,,
跳,tiao4,157,jump,2.479576571238063,,
践,jian4,157,fulfill (a promise),0.7702820245404727,,
跷,qiao1,157,raise one's foot,0.6557088034040065,,
跻,ji1,157,go up,-0.1935058028050825,,
踉,liang2,157,stagger,-0.3918734565719161,,
踌,chou2,157,pace back and forth,-0.2234690261825258,,
踏,ta4,157,step on,1.433176663431212,,
踝,huai2,157,ankle (bone),0.8492009362509738,,
踞,ju4,157,be based upon,-0.8255290175104881,,
踢,ti1,157,kick,1.747010682127485,,
踩,cai3,157,step upon,1.3563145704342845,,
踪,zong1,157,footprint,2.225678649941336,,
踮,dian3,157,tip toe,-0.1935058028050825,,
踱,duo2,157,"stroll, pace, walk slowly",-0.2392632933657576,,
踵,zhong3,157,arrive,0.0453762861100541,,
踹,chuai4,157,kick,0.5054642015309363,,
蹂,rou2,157,trample,0.204434205866955,,
蹄,ti2,157,hoof,0.636868980388468,,
蹈,dao3,157,tread on,1.82644087887376,,
蹉,cuo1,157,error,-1.0685670661967823,,
蹊,qi1,157,footpath,0.4466442381310192,,
蹋,ta4,157,step on,0.3505622415451931,,
蹑,nie4,157,chase,-0.2904158158131389,,
蹒,pan2,157,limp,-0.2726870488527074,,
蹙,cu4,157,urgent,-0.9716570531887262,,
蹚,tang1,157,wade,-0.6706270575247449,,
蹦,beng4,157,to jump,0.9618302346599792,,
蹩,bie2,157,limp,0.5894443304603297,,
蹬,deng1,157,step into (as tight shoe),0.3250081370728049,,
蹭,ceng4,157,rub against,0.7902707852318028,,
蹲,dun1,157,crouch,1.2792506465121298,,
蹴,cu4,157,carefully,-0.9716570531887262,,
蹶,jue2,157,stumble,-0.0371586019451584,,
蹼,pu3,157,"web (of feet of ducks, frogs, etc.)",-0.255653709553927,,
蹿,cuan1,157,jump up,-0.1265590131744693,,
躁,zao4,157,hot-tempered,1.0942959271251436,,
躇,chu2,157,hesitate,-0.2234690261825258,,
躏,lin4,157,"trample down, oppress, overrun",0.204434205866955,,
身,shen1,158,body,2.9177567108539826,,
躬,gong1,158,body,0.696728863501274,,
躯,qu1,158,human body,0.8892795675113675,,
躲,duo3,158,avoid,1.8836197506413657,,
躺,tang3,158,to recline,1.6899663560405038,,
车,che1,159',vehicle on land,3.0743461785105226,,
轧,ya4,159',crush,0.1002249541173992,,
轨,gui3,159',course,1.4052847039580325,,
轩,xuan1,159',covered carriage,-0.0685670661967825,,
转,zhuan3,159',to revolve,2.4673596751987867,,
轭,e4,159',restrain,-0.8924758071411013,,
轮,lun2,159',wheel,2.0354076031896056,,
软,ruan3,159',soft,1.6794270360542851,,
轰,hong1,159',explosion,1.2748415276070746,,
轴,zhou2,159',axis,0.8331636255324362,,
轶,yi4,159',disperse,0.0106141798508422,,
轻,qing1,159',light,2.3924434681182154,,
轼,shi4,159',crossbar in carriage front,-0.9716570531887262,,
载,zai4,159',to carry,1.671202999395765,,
轿,jiao4,159',sedan chair,0.9940149180313804,,
较,jiao4,159',clear,1.9460584633707672,,
辄,zhe2,159',sides of chariot where weapons,-0.5566837052179082,,
辅,fu3,159',to assist,1.1528471716455562,,
辈,bei4,159',contemporaries,1.8269935922565428,,
辉,hui1,159',bright,1.0195690225037688,,
辍,chuo4,159',stop,0.2158636676477368,,
辐,fu2,159',spoke of a wheel,0.9638502126359866,,
辑,ji2,159',gather up,1.6058347466484992,,
输,shu1,159',to transport,2.041517356690141,,
辕,yuan2,159',shafts of cart,-0.8255290175104881,,
辖,xia2,159',have jurisdiction over,0.7932659314611623,,
辗,nian3,159',roll over on side,0.2270000337656964,,
辘,lu4,159',windlass,0.0617667022982235,,
辙,zhe2,159',rut,0.683481381622656,,
几,ji3,16,how much,2.794041297768159,,
凡,fan2,16,ordinary,1.6023742145389928,,
凤,feng4,16,phoenix,1.008800839087374,,
凭,ping2,16,lean against,1.5894443304603298,,
凯,kai3,16,triumphant,2.1968993536749983,,
凰,huang2,16,phoenix,0.8221333315020926,,
凳,deng4,16,bench,0.933598995559725,,
辞,ci2,160,bid farewell,1.6857812695142362,,
辟,pi4,160,dispel,0.3667994404158787,,
辣,la4,160,hot (spicy),1.691100778492848,,
辨,bian4,160,distinguish,1.212466301050945,,
辩,bian4,160,dispute,1.771068078115972,,
辫,bian4,160,a braid or queue,0.6260381327367862,,
辱,ru3,161,disgrace,1.578815903917837,,
巡,xun2,162,to patrol,1.6049146308765645,,
边,bian1,162,side,2.8203421930667485,,
辽,liao2,162,Liaoning,-0.2234690261825258,,
达,da2,162,attain,2.5445609119723867,,
迁,qian1,162,to move,0.9892891425451052,,
迂,yu1,162,literal-minded,0.0617667022982235,,
迄,qi4,162,as yet,0.5822259734551483,,
迅,xun4,162,rapid,1.105347273604624,,
迈,mai4,162,take a step,1.9275065882884928,,
迎,ying2,162,to welcome,2.3111462611030023,,
运,yun4,162,to move,2.607325789514064,,
近,jin4,162,near,2.5681715051891723,,
返,fan3,162,to return (to),1.4519164665440094,,
还,hai2,162,also,3.613553179741136,,
这,zhe4,162,this,4.131353955751594,,
进,jin4,162,advance,3.0750409686408133,,
远,yuan3,162,far,2.6627597541347865,,
违,wei2,162,to disobey,1.700071035050832,,
迟,chi2,162,late,2.0476254425730054,,
迢,tiao2,162,remote,0.3070965477641028,,
迥,jiong3,162,distant,-0.1935058028050825,,
迩,er3,162,near,-0.7675370705328014,,
迪,di2,162,direct,2.372066560653898,,
迫,po4,162,to force,1.828922568380404,,
迭,die2,162,alternately,0.412158312791705,,
述,shu4,162,to state,1.7153365130759524,,
迷,mi2,162,bewilder,2.241701300435665,,
迸,beng4,162,to burst forth,0.1217646319735088,,
迹,ji4,162,footprint,2.067042569831897,,
迺,nai3,162,thereupon,-0.7675370705328014,,
追,zhui1,162,pursue (a problem),2.2274396031168897,,
退,tui4,162,retreat,2.238982452965424,,
送,song4,162,to deliver,2.573650063277098,,
适,shi4,162,to fit,2.205994858509528,,
逃,tao2,162,to escape,2.2840495293938985,,
逅,hou4,162,meet unexpectedly,0.1744709824895118,,
逆,ni4,162,contrary,1.0744477340573124,,
选,xuan3,162,to choose,2.7345314036018005,,
逊,xun4,162,to yield,1.6463910435233666,,
逍,xiao1,162,leisurely,0.945322994131656,,
透,tou4,162,to penetrate,1.9718374627173765,,
逐,zhu2,162,to pursue,1.5502651916947745,,
递,di4,162,to hand over,1.4755009781534931,,
途,tu2,162,way,1.7652173084596965,,
逖,ti4,162,far,-0.3484077627908257,,
逗,dou4,162,stay,1.3893148305372098,,
通,tong1,162,go through,2.7545320470749592,,
逛,guang4,162,to stroll,1.3263221909706362,,
逝,shi4,162,depart,1.222023976352555,,
逞,cheng3,162,please oneself,0.8796012955303492,,
速,su4,162,fast,2.126986672628331,,
造,zao4,162,to make,2.388595455004945,,
逡,qun1,162,shrink from,-0.7675370705328014,,
逢,feng2,162,every time,0.9182046680694622,,
逮,dai3,162,catch,1.8408552311012565,,
逵,kui2,162,crossroads,-1.0685670661967823,,
逸,yi4,162,escape,0.9226590094957124,,
逻,luo2,162,logic,1.3358389847244867,,
逼,bi1,162,force,1.8193314219000896,,
逾,yu2,162,to exceed,0.3250081370728049,,
遁,dun4,162,disappear,-0.2234690261825258,,
遂,sui4,162,forthwith,0.6058347466484991,,
遇,yu4,162,meet with,2.2340344003907795,,
遍,bian4,162,a time,2.007891321515369,,
遏,e4,162,to stop,0.1422862991181106,,
遐,xia2,162,abandon,-0.1792653636904723,,
道,dao4,162,direction,3.6921022766420952,,
遗,yi2,162,to lose,2.105128980319353,,
遛,liu2,162,to stroll,0.5748856102894048,,
遢,ta4,162,"careless, negligent, slipshod",0.3025007960749536,,
遣,qian3,162,dispatch,1.0783358037314164,,
遥,yao2,162,distant,1.4795151043238135,,
遨,ao2,162,make excursion,-0.2726870488527074,,
遭,zao1,162,a time,1.7194244389342423,,
遮,zhe1,162,cover up (a shortcoming),1.1769456016173672,,
遵,zun1,162,to observe,1.5337642743945548,,
避,bi4,162,avoid,1.9457434147665245,,
邀,yao1,162,invite to come,1.8159450929936116,,
邂,xie4,162,meet unexpectedly,0.1744709824895118,,
邃,sui4,162,deep,-0.1391481404824898,,
邑,yi4,163,city,-0.524499021846507,,
邓,deng4,163,Deng (Xiaoping),0.8796012955303492,,
那,na4,163,that,3.891694362342427,,
邦,bang1,163,a state,1.8399179526818672,,
邪,xie2,163,demonical,1.680782694400694,,
邮,you2,163,post (office),1.7552330875530957,,
邯,han2,163,name of a district in Hebei,-1.0685670661967823,,
邻,lin2,163,neighbor,1.657140432377984,,
郁,yu4,163,dense (growth),1.428708220161213,,
郇,huan2,163,name of a feudal state,-0.6706270575247449,,
郊,jiao1,163,suburb,0.9638502126359866,,
郡,jun4,163,canton,1.2826492791425594,,
部,bu4,163,ministry,2.870902264646748,,
郸,dan1,163,name of a district in Hebei,-1.0685670661967823,,
都,dou1,163,all,3.586059425819994,,
鄂,e4,163,Hubei province (abbrev.),-0.2726870488527074,,
鄙,bi3,163,rustic,1.243716099594696,,
酊,ding1,164,intoxicated,0.2158636676477368,,
酋,qiu2,164,tribal chief,0.617174672405481,,
酌,zhuo2,164,consider,0.0928009360381923,,
配,pei4,164,to join,2.067757065987411,,
酒,jiu3,164,wine,2.6551143146290515,,
酗,xu4,164,drunk,1.0230998913989018,,
酚,fen1,164,phenol,0.0369431185731913,,
酝,yun4,164,to brew,0.1926958025957109,,
酞,tai4,164,phthalein (chemical),-0.6706270575247449,,
酣,han1,164,intoxicated,-0.3695970618607638,,
酥,su1,164,flaky,0.6929849223673994,,
酪,lao4,164,Chinese cream,1.4742583607623974,,
酬,chou2,164,entertain,1.156095462644247,,
酮,tong2,164,ketone,0.5674190456040504,,
酯,zhi3,164,ester,0.2836154519145798,,
酱,jiang4,164,jam,1.52967612545684,,
酵,jiao4,164,yeast,0.1489168780171236,,
酶,mei2,164,enzyme,0.4692520288764915,,
酷,ku4,164,ruthless,2.0538945695938176,,
酸,suan1,164,sour,1.5132119795316763,,
酿,niang4,164,ferment,0.8684490412680317,,
醇,chun2,164,rich,0.9270681284007674,,
醉,zui4,164,intoxicated,1.9104118912474224,,
醋,cu4,164,vinegar,0.940033105565135,,
醍,ti2,164,essential oil of butter,-0.3484077627908257,,
醐,hu2,164,purest cream,-0.5914458114771202,,
醒,xing3,164,to wake up,2.376881448069267,,
醚,mi2,164,ether,-0.524499021846507,,
醛,quan2,164,aldehyde,-0.255653709553927,,
醺,xun1,164,helplessly intoxicated,0.6985887998853978,,
采,cai3,165,allotment to a feudal noble,1.827683496264856,,
釉,you4,165,glaze (of porcelain),-0.5914458114771202,,
释,shi4,165,explain,2.3004631556123707,,
里,li3,166,"li, a Chinese unit of length = one-half kilometer",3.609709971085577,,
重,zhong4,166,heavy,2.924560418908928,,
野,ye3,166,field,2.00834631839502,,
量,liang4,166,capacity,2.442413360563075,,
金,jin1,167,metal,2.612900307336949,,
釜,fu3,167,kettle,0.2978558910291902,,
鉴,jian4,167,example,1.4486288317531917,,
錾,zan4,167,engrave,-1.0685670661967823,,
鏖,ao2,167,violent fighting,-0.7675370705328014,,
钉,ding1,167',nail,1.3627966979622046,,
钋,po1,167',polonium,-0.8924758071411013,,
钍,tu3,167',thorium,-0.5914458114771202,,
钙,gai4,167',calcium,0.3824513859586748,,
钚,bu4,167',plutonium,0.2484510348513289,,
钛,tai4,167',titanium,0.2158636676477368,,
钝,dun4,167',blunt,0.9204375495017542,,
钞,chao1,167',money,1.1224645426518352,,
钟,zhong1,167',clock,2.501333296487932,,
钡,bei4,167',barium,-0.5566837052179082,,
钥,yao4,167',key,1.9167471145483208,,
钦,qin1,167',royal,0.6304029381392362,,
钨,wu1,167',tungsten,-1.0685670661967823,,
钯,ba3,167',palladium,-0.8255290175104881,,
钳,qian2,167',pincers,0.7542545791063221,,
钴,gu3,167',cobalt,-0.4945357984690637,,
钵,bo1,167',alms bowl,0.0195690225037687,,
钹,bo2,167',cymbals,-0.4945357984690637,,
钻,zuan1,167',an auger,1.704670680692594,,
铀,you2,167',uranium,0.0369431185731913,,
铁,tie3,167',iron,1.90236065067346,,
铂,bo2,167',platinum,-0.165477079204839,,
铆,mao3,167',riveting,-0.5566837052179082,,
铉,xuan4,167',stand for bronze tripod (archeol.),0.4907409447102299,,
铊,ta1,167',thallium,-0.1792653636904723,,
铛,dang1,167',clank,0.5388879570178859,,
铜,tong2,167',copper,0.9526222328731556,,
铝,lv3,167',aluminum,0.412158312791705,,
铡,zha2,167',lever-knife,-0.7675370705328014,,
铢,zhu1,167',forty-eighth part of a tael,-0.8255290175104881,,
铩,sha1,167',spear,-0.8924758071411013,,
铪,ha1,167',hafnium,-0.6292343723665199,,
铭,ming2,167',inscribed motto,0.8372288141710859,,
铮,zheng1,167',clang of metals,-0.7675370705328014,,
铰,jiao3,167',scissors,-0.4153545524214389,,
铱,yi1,167',iridium,-1.0685670661967823,,
铵,an3,167',ammonium,-0.0685670661967825,,
铺,pu4,167',a bed,1.3280681007869106,,
链,lian4,167',chain,1.5533877538481191,,
铿,keng1,167',jingling of metals,-0.5566837052179082,,
销,xiao1,167',to melt,1.840051973507465,,
锁,suo3,167',to lock up,2.023099891398902,,
锂,li3,167',lithium,-0.2082290596257889,,
锄,chu2,167',a hoe,-0.165477079204839,,
锅,guo1,167',pot,1.163157317131734,,
锈,xiu4,167',rust,0.6929849223673994,,
锉,cuo4,167',a file (tool for shaping metal),-0.255653709553927,,
锋,feng1,167',point or edge of a tool,1.2526169611055316,,
锌,xin1,167',zinc,-0.0371586019451584,,
锐,rui4,167',acute,0.9567387990679876,,
锑,ti1,167',antimony,-0.8924758071411013,,
锒,lang2,167',chain,-0.3918734565719161,,
锗,zhe3,167',germanium,-1.0685670661967823,,
错,cuo4,167',mistake,3.130302992721933,,
锚,mao2,167',anchor,0.601214549011754,,
锡,xi1,167',tin,1.0617667022982236,,
锢,gu4,167',obstinate disease,0.1002249541173992,,
锣,luo2,167',gong,0.1682220332125103,,
锦,jin3,167',brocade,0.9668626719877657,,
锭,ding4,167',ingot,-0.3695970618607638,,
锯,ju4,167',a saw,1.0160092117375483,,
锲,qie4,167',cut,-0.7163845480854202,,
锵,qiang1,167',tinkling of small bells,-0.6292343723665199,,
锹,qiao1,167',shovel,0.0928009360381923,,
锻,duan4,167',forge,1.0195690225037688,,
镁,mei3,167',magnesium,0.0697356319694988,,
镂,lou4,167',engrave,-0.8924758071411013,,
镊,nie4,167',forceps,-0.0578432008050094,,
镍,nie4,167',nickel,0.0106141798508422,,
镐,gao3,167',bright,-0.1521131176468575,,
镑,bang4,167',pound (sterling),1.1266404833059716,,
镓,jia1,167',gallium,-0.8255290175104881,,
镖,biao1,167',a throwing weapon,1.1224645426518352,,
镜,jing4,167',mirror,2.0181485977481,,
镫,deng4,167',stirrup,-0.4945357984690637,,
镬,huo4,167',boiler or caldron,-1.0685670661967823,,
镭,lei2,167',radium,-0.1265590131744693,,
镯,zhuo2,167',bracelet,0.6304029381392362,,
镳,biao1,167',darts,0.2688921950938736,,
镶,xiang1,167',to inlay,0.4660935096316617,,
长,zhang3,168',chief,2.9587417608387634,,
门,men2,169',opening,2.7428068308571105,,
闩,shuan1,169',to bolt,-0.0578432008050094,,
闪,shan3,169',flash,1.8621273214677527,,
闭,bi4,169',to close,2.3319277506237377,,
问,wen4,169',to ask,3.1380901845245024,,
闯,chuang3,169',to rush,1.5951338591928654,,
闰,run4,169',intercalary,-0.8924758071411013,,
闲,xian2,169',to stay idle,1.6308370156185548,,
间,jian1,169',interstice,3.1078642570286386,,
闷,men4,169',melancholy,1.402357687103185,,
闸,zha2,169',gear,0.6058347466484991,,
闹,nao4,169',make noise or disturbance,1.814668381201344,,
闺,gui1,169',women's apartment,0.4433162947820918,,
阀,fa2,169',clique,0.5941907654847915,,
阁,ge2,169',council-chamber,1.5526092155782525,,
阂,he2,169',obstruct,0.0453762861100541,,
阅,yue4,169',peruse,1.1252529598193304,,
阉,yan1,169',castrate,0.4597067109702611,,
阐,chan3,169',to express,0.3161446767414998,,
阑,lan2,169',door-screen,0.4012549497813804,,
阔,kuo4,169',rich,0.9628413980548416,,
阖,he2,169',entire (family),-0.8924758071411013,,
阙,que1,169',deficiency,-0.9716570531887262,,
凶,xiong1,17,fierce,2.172418753009824,,
凹,ao1,17,a depression,0.5054642015309363,,
出,chu1,17,to go out,3.441320643468512,,
击,ji1,17,to hit,2.557721963098892,,
函,han2,17,envelope,0.6432401628444084,,
凿,zao2,17,chisel,0.7575077365040438,,
队,dui4,170,squadron,2.762518479475595,,
阡,qian1,170,road leading north and south,-0.5566837052179082,,
阪,ban3,170,a slope,0.3862777938117276,,
阮,ruan3,170,Ruan (a surname),-0.4945357984690637,,
阱,jing3,170,hole,1.1075241928588986,,
防,fang2,170,to protect,2.1515410218432724,,
阳,yang2,170,positive (electric.),1.9526222328731555,,
阵,zhen4,170,disposition of troops,1.7148004572803857,,
阶,jie1,170,rank or step,1.5154813222884602,,
阻,zu3,170,to hinder,2.0603166359029905,,
阿,a1,170,flatter,2.51939632224214,,
附,fu4,170,to add,1.9554051903042735,,
际,ji4,170,border,2.195955619538804,,
陆,lu4,170,six (fraud-proof),1.671202999395765,,
陈,chen2,170,arrange,1.4940231584095518,,
陋,lou4,170,low,1.0014708004109725,,
陌,mo4,170,raised path,1.4525710175072537,,
降,jiang4,170,surrender,1.9362914684235464,,
限,xian4,170,limit,1.825887461173,,
陛,bi4,170,the steps to the throne,1.402357687103185,,
陡,dou3,170,steep,0.1217646319735088,,
院,yuan4,170,courtyard,2.461760723581304,,
除,chu2,170,remove,2.5398252354372755,,
陨,yun3,170,fall,0.7932659314611623,,
险,xian3,170,danger (ous),2.449321302506177,,
陪,pei2,170,to accompany,2.174781082097049,,
陲,chui2,170,frontier,-0.8255290175104881,,
陵,ling2,170,mound,0.4365829121231234,,
陷,xian4,170,to fall,1.8265791231792092,,
隅,yu2,170,corner,-0.3695970618607638,,
隆,long2,170,grand,1.566162041884548,,
随,sui2,170,to follow,2.41743812016546,,
隐,yin3,170,secret,1.9556106276221557,,
隔,ge2,170,to separate,1.7458470215754758,,
隘,ai4,170,a pass or defile,0.0928009360381923,,
隙,xi4,170,crack,0.5546822242011179,,
障,zhang4,170,to block,1.6493113824555636,,
隧,sui4,170,subterranean,1.0428634855691976,,
隶,li4,171,attached to,1.2515792199142717,,
隽,juan4,172,smart,-0.5566837052179082,,
难,nan2,172,disaster,2.826758775012702,,
雀,que4,172,bird,0.9314329338032172,,
雁,yan4,172,wild goose,-0.4153545524214389,,
雄,xiong2,172,heroic,1.8905936214091987,,
雅,ya3,172,elegant,1.8225520631577703,,
集,ji2,172,to gather,2.386392066798021,,
雇,gu4,172,hire,2.0193917232639502,,
雉,zhi4,172,ringed pheasant,-0.7675370705328014,,
雌,ci2,172,female,0.6737652161603657,,
雏,chu2,172,chick,0.3746959212619124,,
雕,diao1,172,golden eagle,1.2628602303239604,,
雨,yu3,173,rain,1.8330274617182143,,
雪,xue3,173,snow,1.901198191516084,,
雯,wen2,173,multicolored clouds,-0.1391481404824898,,
雳,li4,173,clap of thunder,0.5941907654847915,,
零,ling2,173,remnant,1.698031654867482,,
雹,bao2,173,hail,-0.1143245567574577,,
雾,wu4,173,fog,1.260321973642778,,
需,xu1,173,to require,2.9978613629324737,,
霄,xiao1,173,firmament,0.3205990181677499,,
霆,ting2,173,clap of thunder,0.1926958025957109,,
震,zhen4,173,shake,1.7172964094486918,,
